title,vote_average,vote_count,release_date,revenue,overview,poster_path,youtubeId
My Dog Skip,6.8,256,2000-01-12,35547761,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",/A3TafOveMdmc1mzjCrmMBNa3oQ2.jpg,wjZ7ZI8Fwt8
Casino Jack,5.821,254,2010-09-16,1083683,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",/3Dpicp6VEtCSj39XBG5mnbe5TQ9.jpg,5yNDM9H0z8o
Kajaki,6.6,254,2014-11-12,0,British soldiers guarding the Kajaki Dam set out to rescue a three-man team after one of them loses a leg to a landmine.,/csL2D3ZbcxSoqoWyhYz4lDjdmk2.jpg,D5vhurFXu5c
2-Headed Shark Attack,4.4,253,2012-06-26,0,"A Semester at Sea ship is attacked and sunk by a mutated two-headed shark, and the survivors seek refuge on a deserted atoll. The coeds, however, are no longer safe when the atoll starts flooding.",/elKZZhpc6fVFgMFPZaVAC4l1JdM.jpg,kXbYHk7_n0c
Witch Hunt,6.775,251,2021-10-01,56415,"In a modern America where witches are real and witchcraft is illegal, a sheltered teenager must face her own demons and prejudices as she helps two young witches avoid law enforcement and cross the southern border to asylum in Mexico.",/vHKlIci8f38GaAd361EW0VSx91k.jpg,mwU6o00YYJc
Bugsy Malone,6.542,250,1976-07-22,0,"New York, 1929, a war rages between two rival gangsters, Fat Sam and Dandy Dan. Dan is in possession of a new and deadly weapon, the dreaded ""splurge gun"". As the custard pies fly, Bugsy Malone, an all-round nice guy, falls for Blousey Brown, a singer at Fat Sam's speakeasy. His designs on her are disrupted by the seductive songstress Tallulah who wants Bugsy for herself.",/nKPYDiYYxzOTdGrHgXDYSDjyg1E.jpg,NOrgDbldcA4
After Porn Ends,5.68,250,2012-05-21,0,"Documentary examining what happens to some of the biggest names in the history of the adult entertainment industry after they leave the business and try and live ""normal"" lives.",/aPerSjt4viv7Ik8OEHL83AbrH6R.jpg,uVuAHG75REM
Wilde,6.568,250,1997-09-01,10000000,"The story of Oscar Wilde, genius, poet, playwright and the First Modern Man. The self-realisation of his homosexuality caused Wilde enormous torment as he juggled marriage, fatherhood and responsibility with his obsessive love for Lord Alfred Douglas.",/41mm9zN1j6oE4vK7sDjxRqbEAgV.jpg,_Y7NGglgjCU
New Kids Turbo,6.256,250,2010-12-09,8786756,Five friends from 'Maaskantje' are getting fired because of the economic crisis. They decide that they won't pay for anything anymore.,/pL9Fe45TyDvOP28kBcS5YXVBuVS.jpg,zcZs4pCSJrQ
Downhill,5.3,248,2020-02-06,7547254,"Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other.",/ruLqLb2bfWKykckxVlVZayuBOgW.jpg,0QSI41iIqVs
Ballet Shoes,6.373,248,2008-08-26,0,"An unusual explorer named Gum and his kindly niece adopt three orphans -- Pauline, Petrova and Posy -- and raise them as sisters in 1930s London. But the girls must fend for themselves when Gum doesn't return from one of his adventures. Together, they nurture their passions for acting, aviation and ballet in this charming TV adaptation of Noel Streatfield's novel.",/9dppiby4n8XjNfM0JRvUJdNW9Lc.jpg,yMmr8_a83DM
Ronal the Barbarian,6.087,248,2011-09-27,2403409,"Ronal is a young barbarian with low self-esteem, the polar opposite of all the muscular barbarians in his village. He's a real wuss. However, as fate would have it, responsibility for the tribe's survival falls on Ronal's scrawny shoulders, when the evil Lord Volcazar raids the village and abducts every living barbarian with the exception of Ronal, who is forced to go on a perilous quest to save his enslaved clan and thwart Volcazar’s plot to rule the world. Along the way, our unlikely hero is joined by Alibert the buttery bard, Zandra the gorgeous shield-maiden and Elric the metrosexual elfin guide. To ultimately vanquish the enemy, the band must overcome awesome challenges.",/vT8m9Ji4mrUExpuIX0LGjMPHEHX.jpg,4N26u0cPdk4
Happythankyoumoreplease,6.494,247,2011-03-04,853862,"Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved. Six New Yorkers juggle love, friendship, and the keenly challenging specter of adulthood. Sam Wexler is a struggling writer who's having a particularly bad day. When a young boy gets separated from his family on the subway, Sam makes the questionable decision to bring the child back to his apartment and thus begins a rewarding, yet complicated, friendship. Sam's life revolves around his friends — Annie, whose self-image keeps her from commitment; Charlie and Mary Catherine, a couple whose possible move to Los Angeles tests their relationship; and Mississippi, a cabaret singer who catches Sam's eye.",/qWZwKkrPNoSa7LIvUTwClmFUjBn.jpg,zsyyzcJEERk
Lucky You,5.624,245,2007-05-01,8461686,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,/eJIXWcW31erhRH8Hf3FrCNlvEa7.jpg,kGWgHKHBWm8
Loving Annabelle,6.444,243,2007-05-24,0,"Annabelle is the wise-beyond-her-years newcomer to an exclusive Catholic girls school. Having been expelled from her first two schools she's bound to stir some trouble. Sparks fly though when sexual chemistry appears between her and the Head of her dorm and English teacher, Simone Bradley. Annabelle pursues her relentlessly and until the end the older woman manages to avoid the law.",/ezgUinJ6bH0xOWQTqPpb0b7qzE6.jpg,AEzcWmymuEk
You Kill Me,6.153,242,2007-02-09,3748295,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",/4C5VQVdE2YRBPhpZLnExk1XUzDZ.jpg,lW-yEUdtdJo
Encounters at the End of the World,7.392,241,2007-09-01,0,"Herzog and cinematographer Peter Zeitlinger go to Antarctica to meet people who live and work there, and to capture footage of the continent's unique locations. Herzog's voiceover narration explains that his film will not be a typical Antarctica film about ""fluffy penguins"", but will explore the dreams of the people and the landscape.",/yZPtXEszbDkpgfxTxuePn7HDXWt.jpg,MImYM87jOtU
Smokin' Aces 2: Assassins' Ball,5.404,240,2010-01-19,0,"Walter Weed is an unassuming desk jockey at the FBI when the Bureau uncovers a plot to assassinate him. A team of degenerate, psychotic assassins dispatched by mystery man Hal Leuco to win a huge bounty includes a resourceful beauty who has a unique method of killing her prey, a power-tool wielding psychopath and a deadly master of disguise.",/4t8mSYKtaXGvaro48ci0ZMzVvbe.jpg,8kIiNhxVK3E
Rise,7.7,236,2022-06-23,0,"After emigrating to Greece from Nigeria, Vera and Charles Antetokounmpo struggled to survive and provide for their five children, while living under the daily threat of deportation. Desperate to obtain Greek citizenship but undermined by a system that blocked them at every turn, the family's vision, determination and faith lifted them out of obscurity to launch the careers of three NBA champions.",/p6FMYJSc9vhyqzMaYOC8yPS7aXQ.jpg,2_QQkB54Cg0
Smart People,5.851,235,2008-04-11,10569964,"Professor Lawrence Wetherhold might be imperiously brilliant, monumentally self-possessed and an intellectual giant -- but when it comes to solving the conundrums of love and family, he's as downright flummoxed as the next guy.",/igIl4RKxOEYvhQGKCvM6vCRMiVm.jpg,be0bBWnUrnY
Meek's Cutoff,6.474,233,2010-09-05,876302,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",/p9KtUAD6ltsTkKWeXuqF5GmX7f3.jpg,5rhNrz2hX_o
Marlowe,6.0,232,2023-02-15,6262663,Private detective Philip Marlowe becomes embroiled in an investigation involving a wealthy Californian family after a beautiful blonde hires him to track down her former lover.,/vjAMj81oYBryzGBhJk4gcK0M636.jpg,M4lOi7VI42c
English Vinglish,7.177,232,2012-09-21,11620000,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",/ccEVR8sf18psGH5daio9y7OGu93.jpg,8dWir9Q_Vek
Paradise Now,6.922,232,2005-09-07,3395627,Two childhood friends are recruited for a suicide bombing in Tel Aviv.,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,Xi9yiGePxKw
Tamara,5.113,231,2005-05-12,206871,"Tamara, an unattractive girl who is picked on by her peers, returns after her death as a sexy seductress to enact revenge.",/qvwl9p8UOKeRqVZaVCukFKj9zkf.jpg,wqHVEUIfNQw
Country Strong,6.195,230,2010-12-22,20601987,"Soon after the rising young singer-songwriter Beau Williams gets involved with a fallen, emotionally unstable country star Kelly Canter, the pair embark on a career resurrection tour helmed by her husband/manager James and featuring a beauty queen-turned-singer Chiles Stanton. Between concerts, romantic entanglements and old demons threaten to derail them all.",/rVxUlUXEXh4VQUqAUOpxTyzG9I6.jpg,GOLzfxrgvKM
Stop-Loss,6.057,230,2008-03-28,11207130,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",/hsmZcNzPGnZwRgCKAfIr1JngYu5.jpg,Mv2-oQj1R-8
Married to the Mob,5.869,229,1988-08-19,21486757,"Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.",/3mHFwDuix9eyEAXsQRxgAqA1ZzX.jpg,1xTC6UYgGSs
Casshern,5.862,228,2004-04-24,12353768,"Fifty years of war between the Great Eastern Federation and Europa - now merged as Eurasia - have taken their toll on planet Earth. As a result of the use of biological, chemical and nuclear weapons, much of Earth has become uninhabitable and people have become prey to new diseases. Professor Azuma's ""neo-cell"" project, which is supposed to be the answer to mankind's hardships, becomes a nightmare come true when mutants spawned from the experiment escape and declare war on the human race. Azuma's son Tetsuya, who was killed during the previous war, is reborn into the cyborg Casshern as mankind's last hope against the new mutant threat. This live-action sci-fi movie based on a 1973 Japanese animé of the same name.",/naIjHWfQFge69GqeehgsekwDkbl.jpg,1xeis94QNB0
Anvil! The Story of Anvil,7.592,228,2008-01-14,0,"At 14, best friends Robb Reiner and Lips made a pact to rock together forever. Their band, Anvil, hailed as the ""demi-gods of Canadian metal"" influenced a musical generation that includes Metallica, Slayer, and Anthrax. Following a calamitous European tour, Lips and Robb, now in their fifties, set off to record their 13th album in one last attempt to fulfill their boyhood dreams.",/rDrMuFaWBKwjwEnw4C06Sm97huY.jpg,FF4H8lB2Y_o
Blackthorn,6.607,228,2011-07-01,987883,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.",/3QtOCerjSPkS9fo8IBwDr7qAwoj.jpg,eWltDO4nKyQ
Frankenstein's Army,6.123,227,2013-01-24,0,"Toward the end of World War II, Russian soldiers pushing into eastern Germany stumble across a secret Nazi lab, one that has unearthed and begun experimenting with the journal of one Dr. Victor Frankenstein. The scientists have used the legendary Frankenstein's work to assemble an army of super-soldiers stitched together from the body parts of their fallen comrades -- a desperate Hitler's last ghastly ploy to escape defeat",/tBDuUfnAyN2OTHhyy4xyUrU8C2A.jpg,Q1q3So-ngjo
My Little Pony: Equestria Girls,7.328,227,2013-06-16,485232,"Via a magic mirror, Twilight Sparkle travels into an alternate universe in order to recover a crown that was stolen from the Crystal Empire. Upon her arrival she is horrified to learn that she has turned into a human.",/zT92hPXA5X6ppKjnjf9VfU51aR8.jpg,c3hBtBibN_M
Kill Switch,4.796,226,2017-06-01,0,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,/8K6pfMcT3hiIlCFw2RrHoXLshxl.jpg,gfewrBp41KY
Veronika Decides to Die,5.945,226,2009-05-16,1709178,"After a frantic suicide attempt, Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment, Veronika learns that she has only weeks to live.",/oUo9CNSKz4ELnxAh4l3BPcXcxKq.jpg,gfkPD-yvZko
Human Nature,5.993,225,2001-09-12,1600000,"A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.",/8FlxH4q1plGzdoJmK2VHgap3Ly7.jpg,wGPO15FSepQ
