movie_title,cinema_name,date_time
Tribulation,Riviera Cinema,2024-09-18 09:33:58
Trances,CineLux,2024-08-30 22:15:21
DeadHeads,Riviera Cinema,2024-09-15 03:50:23
Marlowe,Starlight Theatre,2024-09-01 16:51:42
Following,CineStar Plaza,2024-09-02 13:21:15
Sin City,Silver Screen Cinema,2024-09-21 00:19:42
Pandorum,Silver Screen Cinema,2024-09-01 17:48:00
Dredd,Starlight Theatre,2024-08-29 16:10:56
Daisy,CineStar Plaza,2024-09-01 20:49:47
Grace Is Gone,Galaxy Cinema,2024-09-20 00:59:32
Night at the Museum: Battle of the Smithsonian,Silver Screen Cinema,2024-09-25 07:44:39
Justin Bieber: Never Say Never,Silver Screen Cinema,2024-09-05 01:46:50
Resident Evil: Damnation,Starlight Theatre,2024-09-07 17:20:33
Masquerade,Grand View Cinema,2024-09-20 17:56:54
Nacho Libre,CineLux,2024-09-19 10:50:02
Resident Evil: Retribution,Grand View Cinema,2024-09-11 08:41:58
Batman: Under the Red Hood,Grand View Cinema,2024-09-26 03:48:59
Ghosts of Mars,Starlight Theatre,2024-09-01 07:06:12
Aria,Riviera Cinema,2024-09-10 08:26:40
Why Me?,Regal Cinema,2024-09-14 10:40:38
Ballet Shoes,Starlight Theatre,2024-09-05 03:16:30
Winnebago Man,Grand View Cinema,2024-09-08 07:49:11
Beyond the Valley of the Dolls,CineStar Plaza,2024-09-24 09:12:14
Overlord,CineLux,2024-09-03 18:53:45
Sour Grapes,Starlight Theatre,2024-08-29 05:11:09
Leatherheads,Regal Cinema,2024-09-22 03:33:51
Cars 2,Regal Cinema,2024-08-31 05:11:36
Stand by Me Doraemon,Riviera Cinema,2024-09-18 03:34:52
Too Big to Fail,CineStar Plaza,2024-09-10 12:01:15
Meet Dave,Regal Cinema,2024-08-30 20:07:52
Bitch Slap,CineStar Plaza,2024-09-07 20:45:25
Interstellar,Starlight Theatre,2024-09-06 07:17:46
Beautiful Boxer,Regal Cinema,2024-09-22 06:58:53
Hello Ladies: The Movie,Regal Cinema,2024-09-10 21:42:06
Clown,Galaxy Cinema,2024-09-01 18:53:21
Turbulence,CineLux,2024-09-17 06:05:51
Batman Begins,CineLux,2024-09-22 06:32:56
Shotgun Stories,Silver Screen Cinema,2024-09-21 23:38:54
Four Weddings and a Funeral,Starlight Theatre,2024-09-15 12:15:56
Canadian Bacon,Grand View Cinema,2024-09-21 20:47:49
Killing Them Softly,Silver Screen Cinema,2024-09-17 06:26:13
Harry Potter and the Deathly Hallows: Part 1,Regal Cinema,2024-09-12 05:50:31
Chef,Galaxy Cinema,2024-09-15 02:26:53
Fantastic Four,Regal Cinema,2024-09-07 16:31:30
Pulp Fiction,Starlight Theatre,2024-09-10 12:57:30
Taxidermia,Galaxy Cinema,2024-09-10 04:05:17
Chance,Silver Screen Cinema,2024-09-24 21:58:07
Orgazmo,CineLux,2024-09-09 07:30:25
Heist,CineStar Plaza,2024-09-19 12:49:26
Wilde,Regal Cinema,2024-09-01 11:04:08
Snow White and the Seven Dwarfs,Galaxy Cinema,2024-09-05 05:41:26
Anonymous,Regal Cinema,2024-09-18 13:40:54
Sleepwalk with Me,Regal Cinema,2024-09-01 11:04:43
This Is the End,Silver Screen Cinema,2024-09-04 09:25:58
Penguins of Madagascar,Grand View Cinema,2024-09-22 19:57:22
Left Behind,CineLux,2024-09-02 02:19:14
We Can Be Heroes,CineLux,2024-09-11 16:48:12
Restrepo,Grand View Cinema,2024-09-05 19:31:20
You Kill Me,Galaxy Cinema,2024-09-15 06:13:52
Friends with Kids,CineStar Plaza,2024-08-31 01:22:05
I Hope They Serve Beer in Hell,Regal Cinema,2024-09-23 10:18:34
Paintball,Starlight Theatre,2024-09-17 10:31:06
Children of the Night,Galaxy Cinema,2024-09-02 01:57:21
Mortdecai,Galaxy Cinema,2024-09-14 17:52:41
Bridesmaids,Regal Cinema,2024-09-10 16:22:10
Paradise Now,Grand View Cinema,2024-09-19 13:15:26
The Identical,Silver Screen Cinema,2024-09-17 04:19:43
Sniper 2,Silver Screen Cinema,2024-09-16 06:52:44
G-Force,Silver Screen Cinema,2024-09-02 02:34:44
Grabbers,Starlight Theatre,2024-09-03 05:48:35
Wendy and Lucy,Riviera Cinema,2024-09-18 19:41:11
Predator 2,Riviera Cinema,2024-09-18 23:26:28
Chaos Theory,Riviera Cinema,2024-09-22 01:44:47
Trailer Park Boys: Countdown to Liquor Day,Riviera Cinema,2024-09-09 17:38:16
My Girlfriend's Boyfriend,Riviera Cinema,2024-09-25 16:17:35
Ask Me Anything,Galaxy Cinema,2024-09-01 19:37:37
Black & White & Sex,Silver Screen Cinema,2024-09-17 23:46:59
Hancock,Starlight Theatre,2024-09-01 06:16:54
Our Family Wedding,Galaxy Cinema,2024-09-03 08:06:46
Miss Representation,CineLux,2024-09-11 08:19:46
Detention of the Dead,Galaxy Cinema,2024-09-15 12:14:25
Rob the Mob,Starlight Theatre,2024-09-09 10:18:51
Faster,Starlight Theatre,2024-09-07 10:06:44
Tamara,Starlight Theatre,2024-09-23 15:57:38
Super Troopers,Starlight Theatre,2024-09-03 18:19:09
Cloudy with a Chance of Meatballs,Starlight Theatre,2024-09-02 09:42:23
The Water Diviner,Grand View Cinema,2024-09-04 00:18:24
Swimming Pool,CineLux,2024-09-02 14:02:15
Nacho Libre,Riviera Cinema,2024-09-12 23:33:58
Missing,CineStar Plaza,2024-08-30 03:56:04
Taxidermia,Grand View Cinema,2024-09-13 13:20:10
Dolphin Tale,Grand View Cinema,2024-09-18 21:20:37
Cassandra's Dream,Riviera Cinema,2024-09-18 20:35:56
Halloween III: Season of the Witch,Starlight Theatre,2024-09-19 18:37:50
Cruel Intentions 3,Grand View Cinema,2024-09-01 02:13:27
Kung Fu Panda,CineLux,2024-09-14 06:24:25
Age of Ice,Silver Screen Cinema,2024-09-02 09:07:49
Tracker,Riviera Cinema,2024-09-25 21:51:03
Beyond Re-Animator,Regal Cinema,2024-08-30 05:13:42
The Hearse,Regal Cinema,2024-09-03 04:10:09
Machete Maidens Unleashed!,Galaxy Cinema,2024-09-06 07:48:11
Enemy,CineLux,2024-09-15 16:48:34
Human Nature,Regal Cinema,2024-09-07 17:42:24
Alien Abduction,Silver Screen Cinema,2024-09-10 06:42:15
Dope,CineStar Plaza,2024-09-07 20:21:18
Cruel Intentions 3,CineLux,2024-09-15 18:28:13
King Cobra,Regal Cinema,2024-09-08 09:23:42
Jack Reacher,Riviera Cinema,2024-09-05 19:58:40
Cube,CineLux,2024-09-13 23:28:20
Zerophilia,Starlight Theatre,2024-09-04 06:13:11
Princess Ka'iulani,CineLux,2024-09-14 18:43:50
Katyn,Riviera Cinema,2024-09-05 10:20:23
Another Cinderella Story,Galaxy Cinema,2024-09-04 09:33:46
30 Minutes or Less,Regal Cinema,2024-09-11 01:12:37
The Kick,Grand View Cinema,2024-09-23 16:12:25
Kimjongilia,Riviera Cinema,2024-08-29 04:59:37
Red Dog,Galaxy Cinema,2024-09-08 01:45:47
Brothers,Grand View Cinema,2024-09-18 20:12:40
Leatherheads,Riviera Cinema,2024-09-03 22:55:08
Die Hard 2,Regal Cinema,2024-09-18 16:13:50
Crazy, Stupid, Love.,CineStar Plaza,2024-09-23 07:46:48
Black & White & Sex,Galaxy Cinema,2024-09-04 23:41:22
Little Miss Sunshine,Riviera Cinema,2024-09-14 00:15:50
Memoirs of a Geisha,Silver Screen Cinema,2024-09-26 19:41:58
The Amazing Spider-Man 2,Starlight Theatre,2024-08-30 02:01:11
Canadian Bacon,Silver Screen Cinema,2024-09-07 22:25:35
No One Lives,Starlight Theatre,2024-09-19 22:45:11
Ishtar,Galaxy Cinema,2024-09-02 00:35:08
Cropsey,Regal Cinema,2024-09-08 11:12:39
Big Eden,CineStar Plaza,2024-09-01 01:24:29
Crank: High Voltage,CineLux,2024-09-22 12:01:43
Bad Dreams,Silver Screen Cinema,2024-09-22 01:42:31
Madagascar: Escape 2 Africa,Galaxy Cinema,2024-09-03 00:51:25
Luxo Jr.,Grand View Cinema,2024-09-25 22:05:56
Hella W,Silver Screen Cinema,2024-09-05 19:04:31
For Your Eyes Only,Starlight Theatre,2024-09-11 21:39:28
Transamerica,CineStar Plaza,2024-09-23 13:59:05
Dream Team 1935,Regal Cinema,2024-08-30 23:53:38
Two Weeks in Another Town,Grand View Cinema,2024-09-26 16:17:35
Gunless,CineStar Plaza,2024-08-29 16:45:53
Would You Rather,Starlight Theatre,2024-09-06 22:07:18
Atlantis: The Lost Empire,Starlight Theatre,2024-09-14 07:12:57
Incendiary,Starlight Theatre,2024-09-03 10:24:41
Captain America: The First Avenger,Riviera Cinema,2024-09-12 18:28:38
Larry Crowne,Silver Screen Cinema,2024-09-14 13:12:18
17 Again,Starlight Theatre,2024-09-02 14:09:09
E.T. the Extra-Terrestrial,CineLux,2024-09-13 03:09:18
Ghostbusters II,CineLux,2024-09-12 17:08:36
A Girl Walks Home Alone at Night,CineLux,2024-09-10 13:28:48
Big Mommas: Like Father, Like Son,Silver Screen Cinema,2024-09-12 13:52:31
Experimenter,Regal Cinema,2024-09-15 03:26:16
Down Terrace,Starlight Theatre,2024-09-16 02:14:39
Body of Evidence,Regal Cinema,2024-09-10 06:52:47
30 Days of Night: Dark Days,Grand View Cinema,2024-09-16 21:39:41
Gran Torino,CineLux,2024-09-02 09:18:07
When Marnie Was There,Galaxy Cinema,2024-09-25 04:41:03
Imaginary Heroes,Starlight Theatre,2024-09-23 21:38:31
Iron Man 2,CineLux,2024-09-04 02:13:11
Tumbledown,Silver Screen Cinema,2024-08-31 08:48:22
The Gambler,Riviera Cinema,2024-09-14 06:55:58
I, Frankenstein,Silver Screen Cinema,2024-09-10 03:43:06
Blue Like Jazz,Grand View Cinema,2024-09-20 17:07:27
It's Kind of a Funny Story,Regal Cinema,2024-09-17 02:30:24
Little Miss Sunshine,Galaxy Cinema,2024-09-25 10:17:50
Willy Wonka & the Chocolate Factory,Regal Cinema,2024-09-26 03:50:06
Chernobyl Diaries,Riviera Cinema,2024-08-29 07:22:08
Night Catches Us,Grand View Cinema,2024-09-04 21:36:26
Scream 4,CineLux,2024-09-13 08:04:26
Cars,Riviera Cinema,2024-09-01 01:13:45
Bronson,Grand View Cinema,2024-09-05 04:34:14
Mindhunters,Silver Screen Cinema,2024-09-23 06:19:25
Planet Hulk,Silver Screen Cinema,2024-08-29 19:14:24
Resident Evil: Damnation,Regal Cinema,2024-09-21 08:30:13
Martha Marcy May Marlene,Riviera Cinema,2024-08-31 17:47:37
ParaNorman,Starlight Theatre,2024-09-01 17:02:18
Best Friends,Starlight Theatre,2024-08-30 12:40:16
Cats,Galaxy Cinema,2024-09-05 07:06:06
Candyman,Riviera Cinema,2024-09-14 09:21:37
Cowboys & Aliens,Galaxy Cinema,2024-09-16 10:26:06
Coherence,Galaxy Cinema,2024-09-02 21:10:21
Furry Vengeance,Starlight Theatre,2024-09-05 00:29:17
Red Dog,CineLux,2024-09-25 02:06:46
Firestarter,CineStar Plaza,2024-09-16 04:05:11
Four Weddings and a Funeral,Riviera Cinema,2024-09-14 00:54:42
Meek's Cutoff,Starlight Theatre,2024-09-17 00:15:52
Beyond Re-Animator,Starlight Theatre,2024-09-07 07:15:10
Cloud 9,Starlight Theatre,2024-09-17 06:31:33
Limitless,Galaxy Cinema,2024-09-11 20:04:48
Outside the Law,Starlight Theatre,2024-09-12 21:38:27
Ziggy Stardust and the Spiders from Mars,Starlight Theatre,2024-09-18 12:02:15
Urbanized,Regal Cinema,2024-09-18 07:11:59
Seven Days in Utopia,Galaxy Cinema,2024-09-19 08:33:17
Sharkwater,Grand View Cinema,2024-08-31 05:33:40
Bad Dreams,Silver Screen Cinema,2024-09-18 05:25:28
Side Effects,Grand View Cinema,2024-09-11 06:16:05
Ghajini,Regal Cinema,2024-09-09 07:59:42
Face/Off,Regal Cinema,2024-09-07 05:46:12
Tsotsi,Galaxy Cinema,2024-08-30 07:24:33
Beloved,Riviera Cinema,2024-09-19 00:55:21
For Neda,Starlight Theatre,2024-09-02 23:34:32
Source Code,CineLux,2024-08-29 14:30:32
Meet the Robinsons,Riviera Cinema,2024-09-15 10:14:01
Red Hill,CineStar Plaza,2024-09-07 19:43:50
Rambo III,Riviera Cinema,2024-09-18 03:39:09
Whiteout,Galaxy Cinema,2024-08-29 18:14:45
Octopussy,Starlight Theatre,2024-09-07 17:56:53
Cloud Atlas,Grand View Cinema,2024-09-02 17:25:27
Dante 01,Riviera Cinema,2024-09-04 09:00:00
Resident Evil: Afterlife,Grand View Cinema,2024-09-22 14:43:13
Special When Lit,CineLux,2024-09-21 18:30:41
Papillon,CineLux,2024-09-07 14:27:17
Prince of Darkness,Starlight Theatre,2024-09-08 03:36:12
Presto,Riviera Cinema,2024-09-03 08:06:24
Funny People,Grand View Cinema,2024-09-23 07:08:17
Body Parts,Regal Cinema,2024-09-18 09:38:05
300,Starlight Theatre,2024-08-31 21:00:10
Shooter,Starlight Theatre,2024-09-03 10:40:40
Ouija,Grand View Cinema,2024-09-03 02:51:52
Case 39,Grand View Cinema,2024-09-24 19:30:06
Man on the Moon,Regal Cinema,2024-09-03 05:10:18
Take Me Home Tonight,Starlight Theatre,2024-09-22 05:53:36
Natural Selection,Starlight Theatre,2024-09-22 01:57:19
Tiny Furniture,Grand View Cinema,2024-09-21 14:25:11
Son of Rambow,Starlight Theatre,2024-09-19 07:06:19
Crank: High Voltage,CineLux,2024-09-18 02:35:10
Rambo: First Blood Part II,CineStar Plaza,2024-09-25 23:10:22
Gangs of New York,CineStar Plaza,2024-09-03 23:32:42
Fist of Jesus,Regal Cinema,2024-09-07 06:49:26
I Love You, Man,Starlight Theatre,2024-09-14 05:27:48
Mississippi Burning,Grand View Cinema,2024-09-23 22:45:15
Memorial Day,Riviera Cinema,2024-09-09 01:29:02
We Are What We Are,Galaxy Cinema,2024-09-19 04:13:14
Natural Selection,CineStar Plaza,2024-09-13 07:04:04
Night at the Museum: Battle of the Smithsonian,Regal Cinema,2024-09-13 10:50:02
Another Cinderella Story,Silver Screen Cinema,2024-09-21 04:36:59
Rambo: First Blood Part II,CineLux,2024-09-12 03:59:36
Mama,Regal Cinema,2024-09-20 09:28:05
Chappie,CineLux,2024-09-20 04:43:25
Space Chimps,Riviera Cinema,2024-09-01 22:48:20
Star Wars: Episode III - Revenge of the Sith,Silver Screen Cinema,2024-09-24 18:10:34
Upstream Color,Regal Cinema,2024-09-13 11:12:34
16 Acres,Silver Screen Cinema,2024-09-06 06:13:35
Cocktail,Silver Screen Cinema,2024-09-22 02:35:18
E.T. the Extra-Terrestrial,Regal Cinema,2024-09-25 12:12:53
Postal,Silver Screen Cinema,2024-09-05 15:37:23
Cherry 2000,CineStar Plaza,2024-09-01 03:04:42
How High,Grand View Cinema,2024-09-05 07:13:33
Ghosts... of the Civil Dead,Grand View Cinema,2024-09-23 18:22:42
Pain & Gain,Silver Screen Cinema,2024-09-12 21:53:37
Freeheld,CineLux,2024-09-06 08:12:04
Just Go with It,CineLux,2024-09-07 23:28:08
Friday Night Lights,Starlight Theatre,2024-09-02 19:28:18
Big Trouble in Little China,CineLux,2024-08-31 19:22:19
Beyond the Valley of the Dolls,CineLux,2024-09-15 11:05:06
Bill Cunningham New York,CineLux,2024-08-31 01:44:15
Masquerade,Galaxy Cinema,2024-08-30 19:08:03
Dare,CineStar Plaza,2024-09-05 07:36:53
Seabiscuit,Starlight Theatre,2024-09-18 17:05:49
Sicko,CineLux,2024-08-30 03:29:52
Rocky Balboa,Grand View Cinema,2024-09-22 07:10:30
Inhale,Grand View Cinema,2024-09-20 17:38:46
Bachelor Night,Grand View Cinema,2024-09-11 09:00:30
Prince of Persia: The Sands of Time,Regal Cinema,2024-09-14 07:25:04
Jiro Dreams of Sushi,CineLux,2024-09-08 09:43:27
Body of Lies,Galaxy Cinema,2024-09-12 20:46:20
X-Men: The Last Stand,Riviera Cinema,2024-09-01 18:19:11
Best in Show,Riviera Cinema,2024-09-24 02:37:27
Shutter Island,Silver Screen Cinema,2024-08-29 06:46:39
Die Hard,Galaxy Cinema,2024-09-05 11:26:25
Conviction,Silver Screen Cinema,2024-09-18 12:14:59
Kids in America,Starlight Theatre,2024-09-25 02:42:51
Beyond the Lights,CineLux,2024-09-07 05:30:50
Cemetery Junction,CineStar Plaza,2024-09-05 10:20:28
Cinderella Man,Galaxy Cinema,2024-09-20 13:14:30
Hero,CineStar Plaza,2024-09-12 11:17:43
Epitaph,Starlight Theatre,2024-09-20 02:37:33
Cellular,Starlight Theatre,2024-09-21 17:57:28
Deuces Wild,Galaxy Cinema,2024-09-15 10:55:22
Ice Age,Riviera Cinema,2024-09-22 07:41:55
Detroit,CineStar Plaza,2024-09-26 20:53:27
Bridegroom,Galaxy Cinema,2024-09-13 14:24:28
Gigli,CineStar Plaza,2024-09-03 03:52:30
We Bought a Zoo,Silver Screen Cinema,2024-09-19 21:36:51
Obsessed,Riviera Cinema,2024-09-23 14:11:27
Swimming Pool,CineLux,2024-09-13 08:47:53
Slaughterhouse-Five,Starlight Theatre,2024-08-30 13:15:13
Burning Blue,Silver Screen Cinema,2024-09-05 01:55:54
Ronal the Barbarian,Starlight Theatre,2024-08-30 02:26:54
Boys Don't Cry,CineStar Plaza,2024-09-24 02:34:09
Licence to Kill,Silver Screen Cinema,2024-09-07 04:26:51
Agent Cody Banks 2: Destination London,Regal Cinema,2024-09-07 22:29:38
My Girl,CineStar Plaza,2024-09-15 01:40:51
Zerophilia,Starlight Theatre,2024-09-25 18:23:09
Push,Galaxy Cinema,2024-09-07 17:25:42
Everybody's Fine,Grand View Cinema,2024-09-09 19:31:37
Resident Evil: Extinction,Silver Screen Cinema,2024-08-31 14:59:06
Napoleon,Galaxy Cinema,2024-08-30 05:14:03
Boiling Point,Starlight Theatre,2024-09-11 22:48:09
Octopussy,Grand View Cinema,2024-09-22 21:45:58
Young Adam,CineStar Plaza,2024-09-04 13:02:58
Ramona and Beezus,Grand View Cinema,2024-09-22 08:51:16
Fighting,Galaxy Cinema,2024-09-11 07:32:13
X-Men: Days of Future Past,Galaxy Cinema,2024-09-25 18:58:13
Dead Within,CineStar Plaza,2024-09-17 10:18:24
Blackfish,Riviera Cinema,2024-09-25 13:40:49
Prayers for Bobby,Grand View Cinema,2024-09-26 11:51:24
Art and Craft,Starlight Theatre,2024-09-05 16:06:40
Child's Play,Silver Screen Cinema,2024-09-03 20:12:46
Deuces Wild,Riviera Cinema,2024-09-18 13:35:12
Winter's Bone,Galaxy Cinema,2024-09-20 12:58:14
I Can't Think Straight,Galaxy Cinema,2024-09-26 22:38:08
Dallas 362,Riviera Cinema,2024-09-01 21:08:29
What We Do in the Shadows,CineLux,2024-09-15 21:49:27
Star Trek II: The Wrath of Khan,Regal Cinema,2024-09-21 11:18:30
Re-Animator,Galaxy Cinema,2024-09-26 10:21:27
Lady and the Tramp,CineLux,2024-09-20 23:24:32
X-Men: First Class,Galaxy Cinema,2024-09-25 02:32:56
Metropia,Galaxy Cinema,2024-09-05 23:54:53
Lemmy,Grand View Cinema,2024-09-07 23:28:46
Moon,Riviera Cinema,2024-09-22 09:48:05
Dark Star,Regal Cinema,2024-08-29 21:56:10
7500,Grand View Cinema,2024-09-11 20:30:37
DeadHeads,CineStar Plaza,2024-09-19 23:56:02
American Idiots,Galaxy Cinema,2024-09-04 08:51:42
Jackass 3.5,Silver Screen Cinema,2024-09-26 04:24:06
Lymelife,CineStar Plaza,2024-09-22 19:26:09
Dante 01,CineLux,2024-09-25 22:56:58
Animal Kingdom,Regal Cinema,2024-09-08 19:08:12
Freakonomics,Riviera Cinema,2024-09-08 08:47:55
Shrek,CineStar Plaza,2024-09-19 01:37:33
Camp X-Ray,CineLux,2024-09-18 20:08:44
Transamerica,Starlight Theatre,2024-09-18 13:04:17
Bolt,Silver Screen Cinema,2024-08-31 03:13:05
Too Big to Fail,CineLux,2024-09-09 08:47:45
Mars Attacks!,Grand View Cinema,2024-09-13 21:40:39
Superman IV: The Quest for Peace,Silver Screen Cinema,2024-08-31 23:01:34
Shrek 2,CineLux,2024-09-05 08:27:11
Before Midnight,CineLux,2024-09-09 00:57:25
Cedar Rapids,Galaxy Cinema,2024-09-21 17:35:46
Babysitter Wanted,Galaxy Cinema,2024-09-26 19:06:37
Pain & Gain,CineLux,2024-09-23 05:18:14
Jack Reacher,CineStar Plaza,2024-09-08 16:46:35
Wolf Creek 2,Grand View Cinema,2024-09-18 17:33:18
Tupac: Resurrection,Silver Screen Cinema,2024-09-24 19:08:09
Barefoot,Regal Cinema,2024-09-13 06:45:29
'Twas the Night Before Christmas,Starlight Theatre,2024-09-05 00:14:59
Moneyball,Galaxy Cinema,2024-09-08 03:46:38
Chef,Galaxy Cinema,2024-09-05 01:57:49
Goldfinger,Silver Screen Cinema,2024-09-17 23:26:49
Extract,Grand View Cinema,2024-09-17 10:59:11
Penguins of Madagascar,Riviera Cinema,2024-09-23 03:10:35
16 Blocks,Starlight Theatre,2024-09-07 17:19:50
Planet Hulk,Grand View Cinema,2024-09-12 14:40:00
You Don't Mess with the Zohan,CineLux,2024-09-14 06:09:08
The End of the Tour,Silver Screen Cinema,2024-09-16 07:31:29
Star Trek VI: The Undiscovered Country,CineStar Plaza,2024-09-25 13:31:40
Imagine That,Regal Cinema,2024-09-03 12:00:18
Essential Killing,Riviera Cinema,2024-09-01 14:41:17
Premium Rush,Silver Screen Cinema,2024-09-26 15:29:29
XXY,CineLux,2024-09-09 22:12:36
Dhoom,CineStar Plaza,2024-09-11 19:05:04
Gran Torino,CineStar Plaza,2024-09-04 21:45:05
Heartless,Galaxy Cinema,2024-09-21 12:05:27
Memory,Grand View Cinema,2024-09-09 03:45:52
Time Changer,Regal Cinema,2024-09-05 12:18:15
Ted,Regal Cinema,2024-09-19 02:03:26
Monday,CineLux,2024-09-03 05:25:57
Kajaki,Grand View Cinema,2024-09-02 03:19:32
How to Train Your Dragon 2,Starlight Theatre,2024-09-05 08:03:49
The Stanford Prison Experiment,CineStar Plaza,2024-09-03 09:48:12
Harold & Kumar Escape from Guantanamo Bay,Grand View Cinema,2024-09-06 10:25:17
End of the World,Starlight Theatre,2024-09-04 08:30:57
Jobs,Riviera Cinema,2024-09-16 13:31:28
Alvin and the Chipmunks: The Squeakquel,CineLux,2024-09-13 21:57:56
Pink Ribbons, Inc.,Regal Cinema,2024-09-10 19:57:52
Bereavement,Regal Cinema,2024-08-29 09:26:37
Akeelah and the Bee,Starlight Theatre,2024-09-07 13:35:57
Killing Them Softly,Grand View Cinema,2024-08-31 10:39:16
Doctor Who,Grand View Cinema,2024-09-18 01:43:06
Midway,Grand View Cinema,2024-09-16 21:21:13
Parasite,Silver Screen Cinema,2024-09-08 04:36:10
How to Rob a Bank,Riviera Cinema,2024-08-31 13:22:21
P.S. I Love You,CineLux,2024-09-24 06:16:27
50/50,CineLux,2024-09-15 20:12:05
Collateral Damage,Starlight Theatre,2024-09-25 15:07:37
Kidnapped,Grand View Cinema,2024-09-26 17:47:02
Bride of Re-Animator,Grand View Cinema,2024-09-09 02:34:40
My Girl,CineStar Plaza,2024-09-26 23:30:06
Bright Star,CineStar Plaza,2024-09-15 22:27:09
Where the Wild Things Are,Grand View Cinema,2024-09-12 23:47:05
Dedication,CineLux,2024-09-02 13:02:28
Breakfast on Pluto,Galaxy Cinema,2024-09-21 20:03:23
Disclosure,CineLux,2024-09-11 17:27:58
Dutch,Grand View Cinema,2024-09-20 18:36:03
Che: Part Two,Regal Cinema,2024-09-05 21:16:32
Lone Survivor,Regal Cinema,2024-09-08 06:09:46
From Russia with Love,CineStar Plaza,2024-09-16 21:20:34
Bill Cunningham New York,Regal Cinema,2024-09-07 11:59:27
James and the Giant Peach,Starlight Theatre,2024-08-29 20:11:02
What Doesn't Kill You,Grand View Cinema,2024-08-31 12:02:49
How to Rob a Bank,Galaxy Cinema,2024-09-16 00:47:28
From Within,Grand View Cinema,2024-09-08 19:13:27
Guardians of the Galaxy,Grand View Cinema,2024-09-16 01:22:41
Tetro,Silver Screen Cinema,2024-09-24 03:46:03
Frankenstein's Army,Galaxy Cinema,2024-09-25 20:31:43
Malice,Grand View Cinema,2024-09-18 00:48:39
Jeepers Creepers 2,Silver Screen Cinema,2024-09-11 19:27:29
The Time of Their Lives,Starlight Theatre,2024-09-18 23:43:18
Spring Breakers,Galaxy Cinema,2024-08-30 11:11:22
Magic,CineLux,2024-09-26 22:34:05
Smokin' Aces 2: Assassins' Ball,CineStar Plaza,2024-09-21 02:04:42
Smart People,Galaxy Cinema,2024-09-02 14:33:52
Expelled from Paradise,Riviera Cinema,2024-09-04 15:54:53
More Than Honey,Riviera Cinema,2024-09-06 11:04:28
Life According to Sam,Galaxy Cinema,2024-09-25 20:44:10
Jack Reacher,Regal Cinema,2024-09-07 08:46:09
Sky High,Regal Cinema,2024-09-25 10:42:35
Harry Potter and the Deathly Hallows: Part 1,Starlight Theatre,2024-09-13 19:25:56
Black & White & Sex,Galaxy Cinema,2024-09-08 12:34:23
Some Like It Hot,Grand View Cinema,2024-09-22 14:02:38
30 Days of Night: Dark Days,CineLux,2024-09-02 07:16:34
